Pagina,Nome,Versao,Ano,Quilometragem,Cidade,Preco,Preco_Limpo,KM_Limpo,Ano_Modelo
16,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis premium cvt,2024/2024,31.710 Km,Piracicaba (SP),R$ 169.990,169990,31710,2024
16,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2018/2019,115.000 Km,São Caetano do Sul (SP),R$ 114.900,114900,115000,2019
16,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis premium cvt,2021/2022,93.319 Km,Cosmópolis (SP),R$ 145.000,145000,93319,2022
16,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2021/2022,32.085 Km,São José dos Campos (SP),R$ 129.990,129990,32085,2022
16,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2014/2015,120.000 Km,Santa Bárbara D'Oeste (SP),R$ 89.900,89900,120000,2015
16,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2020/2021,79.000 Km,São José do Rio Preto (SP),R$ 119.900,119900,79000,2021
16,TOYOTA COROLLA,,2004/2004,175.000 Km,Santa Bárbara D'Oeste (SP),R$ 41.900,41900,175000,2004
16,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2022/2023,60.668 Km,Taubaté (SP),R$ 125.990,125990,60668,2023
16,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2023/2023,50.000 Km,Sorocaba (SP),R$ 124.900,124900,50000,2023
16,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis p...,2024/2024,62.000 Km,Santo André (SP),R$ 164.900,164900,62000,2024
16,TOYOTA COROLLA,2.0 vvt-ie flex gr-s direct s...,2023/2024,94.000 Km,Porto Feliz (SP),R$ 159.900,159900,94000,2024
16,TOYOTA COROLLA,2.0 vvt-ie flex gr-s direct shift,2023/2024,94.000 Km,Porto Feliz (SP),R$ 159.900,159900,94000,2024
16,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis premium cvt,2024/2024,62.000 Km,Santo André (SP),R$ 164.900,164900,62000,2024
17,TOYOTA COROLLA,2.0 vvt-ie flex gli direct shift,2022/2023,60.614 Km,Mauá (SP),R$ 125.900,125900,60614,2023
17,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2017/2017,102.000 Km,Osasco (SP),R$ 85.890,85890,102000,2017
17,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis p...,2025/2026,0 Km,São Paulo (SP),R$ 190.999,190999,0,2026
17,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2019/2020,72.601 Km,Bauru (SP),R$ 119.800,119800,72601,2020
17,TOYOTA COROLLA,1.8 gli upper 16v flex 4p aut...,2017/2018,106.000 Km,Franca (SP),R$ 89.000,89000,106000,2018
17,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2016/2017,58.000 Km,Guarulhos (SP),R$ 81.900,81900,58000,2017
17,TOYOTA COROLLA,2.0 xrs 16v flex 4p automático,2018/2019,86.200 Km,Campinas (SP),R$ 102.900,102900,86200,2019
17,TOYOTA COROLLA,1.8 se-g 16v flex 4p automático,2008/2009,177.000 Km,Vinhedo (SP),R$ 56.900,56900,177000,2009
17,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2015/2016,40.000 Km,São Paulo (SP),R$ 91.400,91400,40000,2016
17,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2021/2022,73.809 Km,Sorocaba (SP),R$ 126.900,126900,73809,2022
17,TOYOTA COROLLA,2.0 vvt-ie flex gli direct shift,2024/2024,37.400 Km,Botucatu (SP),R$ 129.900,129900,37400,2024
17,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis p...,2022/2023,59.000 Km,Sorocaba (SP),R$ 146.400,146400,59000,2023
17,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2016/2017,83.000 Km,Santo André (SP),R$ 89.900,89900,83000,2017
17,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2015/2016,80.400 Km,Santo André (SP),R$ 92.900,92900,80400,2016
17,TOYOTA COROLLA,2.0 vvt-ie flex gli direct shift,2021/2022,52.000 Km,Campinas (SP),R$ 115.900,115900,52000,2022
17,TOYOTA COROLLA,2.0 vvt-ie flex altis direct ...,2023/2023,76.660 Km,São Paulo (SP),R$ 147.990,147990,76660,2023
17,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2022/2023,78.000 Km,São Paulo (SP),R$ 129.900,129900,78000,2023
17,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2015/2016,188.000 Km,Porto Feliz (SP),R$ 87.900,87900,188000,2016
17,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2021/2022,73.000 Km,São Paulo (SP),R$ 125.990,125990,73000,2022
17,TOYOTA COROLLA,2.0 vvt-ie flex gr-s direct s...,2022/2023,59.000 Km,Guarulhos (SP),R$ 138.900,138900,59000,2023
17,TOYOTA COROLLA,2.0 vvt-ie flex altis direct ...,2022/2023,23.000 Km,São Paulo (SP),R$ 194.800,194800,23000,2023
17,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2020/2021,80.000 Km,Guarulhos (SP),R$ 139.999,139999,80000,2021
17,TOYOTA COROLLA,1.8 gli upper 16v flex 4p automático,2017/2018,106.000 Km,Franca (SP),R$ 89.000,89000,106000,2018
17,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2021/2022,96.631 Km,Mogi Guaçu (SP),R$ 124.990,124990,96631,2022
17,TOYOTA COROLLA,2.0 vvt-ie flex gr-s direct shift,2022/2023,59.000 Km,Guarulhos (SP),R$ 138.900,138900,59000,2023
17,TOYOTA COROLLA,2.0 vvt-ie flex altis direct shift,2023/2023,76.660 Km,São Paulo (SP),R$ 147.990,147990,76660,2023
17,TOYOTA COROLLA,2.0 vvt-ie flex altis direct shift,2022/2023,23.000 Km,São Paulo (SP),R$ 194.800,194800,23000,2023
17,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis premium cvt,2025/2026,0 Km,São Paulo (SP),R$ 190.999,190999,0,2026
17,TOYOTA COROLLA,1.8 xli 16v flex 4p automático,2010/2011,195.000 Km,Ribeirão Preto (SP),R$ 57.900,57900,195000,2011
17,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis premium cvt,2022/2023,59.000 Km,Sorocaba (SP),R$ 146.400,146400,59000,2023
17,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2017/2018,89.000 Km,São Caetano do Sul (SP),R$ 99.800,99800,89000,2018
17,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2021/2022,43.000 Km,Mogi das Cruzes (SP),R$ 122.900,122900,43000,2022
17,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2023/2023,43.525 Km,Bragança Paulista (SP),R$ 138.690,138690,43525,2023
17,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2020/2020,91.000 Km,São José dos Campos (SP),R$ 125.000,125000,91000,2020
17,TOYOTA COROLLA,,2000/2001,271.000 Km,São José do Rio Preto (SP),R$ 27.700,27700,271000,2001
17,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2013/2014,133.000 Km,São José do Rio Preto (SP),R$ 75.700,75700,133000,2014
17,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2014/2015,148.000 Km,São José do Rio Preto (SP),R$ 79.700,79700,148000,2015
17,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2015/2016,146.500 Km,Campinas (SP),R$ 76.900,76900,146500,2016
17,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2022/2023,23.550 Km,São José do Rio Preto (SP),R$ 136.800,136800,23550,2023
17,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2010/2011,100.000 Km,Guarulhos (SP),R$ 57.999,57999,100000,2011
17,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2019/2019,153.861 Km,São Paulo (SP),R$ 87.590,87590,153861,2019
17,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2016/2017,149.750 Km,São Paulo (SP),R$ 71.990,71990,149750,2017
17,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2021/2022,40.798 Km,São Paulo (SP),R$ 120.900,120900,40798,2022
17,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2021/2022,47.107 Km,Guarulhos (SP),R$ 119.900,119900,47107,2022
17,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2023/2024,27.840 Km,São Paulo (SP),R$ 137.800,137800,27840,2024
17,TOYOTA COROLLA,2.0 altis 16v flex 4p automático,2016/2017,109.900 Km,São Paulo (SP),R$ 91.490,91490,109900,2017
17,TOYOTA COROLLA,2.0 vvt-ie flex gr-s direct s...,2023/2023,62.000 Km,Indaiatuba (SP),R$ 134.000,134000,62000,2023
17,TOYOTA COROLLA,2.0 vvt-ie flex gr-s direct shift,2023/2023,62.000 Km,Indaiatuba (SP),R$ 134.000,134000,62000,2023
17,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2023/2024,49.905 Km,Santo André (SP),R$ 137.900,137900,49905,2024
17,TOYOTA COROLLA,1.8 xei 16v flex 4p automático,2009/2010,169.000 Km,Ribeirão Preto (SP),R$ 53.900,53900,169000,2010
18,TOYOTA COROLLA,1.8 gli 16v flex 4p manual,2011/2012,155.018 Km,Diadema (SP),R$ 59.900,59900,155018,2012
18,TOYOTA COROLLA,1.8 xei 16v flex 4p manual,2008/2008,226.152 Km,Campinas (SP),R$ 46.900,46900,226152,2008
18,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis p...,2024/2024,15.440 Km,Leme (SP),R$ 174.490,174490,15440,2024
18,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2013/2014,139.740 Km,Franca (SP),R$ 70.900,70900,139740,2014
18,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2013/2014,70.000 Km,Campinas (SP),R$ 68.990,68990,70000,2014
18,TOYOTA COROLLA,2.0 vvt-ie flex gli direct shift,2021/2021,59.000 Km,Bauru (SP),R$ 112.900,112900,59000,2021
18,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2009/2010,137.000 Km,Paulínia (SP),R$ 54.900,54900,137000,2010
18,TOYOTA COROLLA,,2004/2005,218.000 Km,Campinas (SP),R$ 36.980,36980,218000,2005
18,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2016/2017,135.000 Km,São Paulo (SP),R$ 83.990,83990,135000,2017
18,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2009/2010,178.000 Km,São Paulo (SP),R$ 53.900,53900,178000,2010
18,TOYOTA COROLLA,1.8 se-g 16v flex 4p automático,2009/2009,181.051 Km,Campinas (SP),R$ 58.900,58900,181051,2009
18,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2014/2015,115.884 Km,São Paulo (SP),R$ 84.890,84890,115884,2015
18,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2022/2023,25.000 Km,Jundiaí (SP),R$ 137.800,137800,25000,2023
18,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2019/2019,43.145 Km,São Carlos (SP),R$ 107.900,107900,43145,2019
18,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2017/2018,86.000 Km,Votuporanga (SP),R$ 86.900,86900,86000,2018
18,TOYOTA COROLLA,2.0 xrs 16v flex 4p automático,2013/2014,138.000 Km,Carapicuíba (SP),R$ 70.900,70900,138000,2014
18,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2021/2022,20.000 Km,São Paulo (SP),R$ 154.900,154900,20000,2022
18,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2023/2024,18.800 Km,São Paulo (SP),R$ 199.990,199990,18800,2024
18,TOYOTA COROLLA,2.0 vvt-ie flex altis direct ...,2020/2021,60.000 Km,Guarulhos (SP),R$ 139.900,139900,60000,2021
18,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis premium cvt,2024/2024,15.440 Km,Leme (SP),R$ 174.490,174490,15440,2024
18,TOYOTA COROLLA,2.0 vvt-ie flex altis direct shift,2020/2021,60.000 Km,Guarulhos (SP),R$ 139.900,139900,60000,2021
18,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis p...,2023/2023,59.301 Km,Hortolândia (SP),R$ 154.990,154990,59301,2023
18,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2012/2013,108.000 Km,Ribeirão Pires (SP),R$ 74.990,74990,108000,2013
18,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2015/2016,79.483 Km,São Bernardo do Campo (SP),R$ 89.889,89889,79483,2016
18,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis premium cvt,2023/2023,59.301 Km,Hortolândia (SP),R$ 154.990,154990,59301,2023
18,TOYOTA COROLLA,,2004/2004,190.000 Km,São Bernardo do Campo (SP),R$ 37.990,37990,190000,2004
18,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2022/2023,23.650 Km,São José do Rio Preto (SP),R$ 136.790,136790,23650,2023
18,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2016/2017,99.000 Km,São Paulo (SP),R$ 79.990,79990,99000,2017
18,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2020/2021,44.000 Km,São José do Rio Preto (SP),R$ 123.900,123900,44000,2021
18,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis p...,2023/2024,42.400 Km,Santos (SP),R$ 164.990,164990,42400,2024
18,TOYOTA COROLLA,,2001/2001,245.000 Km,São Bernardo do Campo (SP),R$ 31.900,31900,245000,2001
18,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2012/2013,130.000 Km,São Paulo (SP),R$ 62.700,62700,130000,2013
18,TOYOTA COROLLA,2.0 xrs 16v flex 4p automático,2013/2014,189.789 Km,São Paulo (SP),R$ 65.700,65700,189789,2014
18,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2015/2016,117.741 Km,São Paulo (SP),R$ 76.990,76990,117741,2016
18,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2017/2017,217.148 Km,Americana (SP),R$ 79.990,79990,217148,2017
18,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis cvt,2023/2023,72.376 Km,São Paulo (SP),R$ 136.900,136900,72376,2023
18,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2018/2019,116.120 Km,São Carlos (SP),R$ 99.900,99900,116120,2019
18,TOYOTA COROLLA,2.0 vvt-ie flex gli direct shift,2020/2021,70.000 Km,São Paulo (SP),R$ 104.890,104890,70000,2021
18,TOYOTA COROLLA,2.0 vvt-ie flex gli direct shift,2019/2020,74.000 Km,São Paulo (SP),R$ 106.900,106900,74000,2020
18,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis p...,2020/2020,252.997 Km,Campinas (SP),R$ 120.900,120900,252997,2020
18,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2021/2022,52.743 Km,São Paulo (SP),R$ 115.650,115650,52743,2022
18,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis cvt,2019/2020,177.745 Km,Araçatuba (SP),R$ 112.700,112700,177745,2020
18,TOYOTA COROLLA,2.0 vvt-ie flex altis direct ...,2021/2022,42.333 Km,São Paulo (SP),R$ 134.890,134890,42333,2022
18,TOYOTA COROLLA,,2005/2006,190.000 Km,Santo André (SP),R$ 36.900,36900,190000,2006
18,TOYOTA COROLLA,2.0 vvt-ie flex altis direct shift,2021/2022,42.333 Km,São Paulo (SP),R$ 134.890,134890,42333,2022
18,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis premium cvt,2023/2024,42.400 Km,Santos (SP),R$ 164.990,164990,42400,2024
18,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2011/2012,200.000 Km,São Caetano do Sul (SP),R$ 58.900,58900,200000,2012
18,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis premium cvt,2020/2020,252.997 Km,Campinas (SP),R$ 120.900,120900,252997,2020
18,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2011/2012,153.914 Km,Presidente Prudente (SP),R$ 57.990,57990,153914,2012
18,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2013/2014,89.892 Km,São Bernardo do Campo (SP),R$ 63.880,63880,89892,2014
18,TOYOTA COROLLA,2.0 vvt-ie flex gli direct shift,2023/2023,42.183 Km,São Paulo (SP),R$ 107.799,107799,42183,2023
19,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2014/2014,127.426 Km,Tupã (SP),R$ 76.800,76800,127426,2014
19,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2018/2018,100 Km,Itapira (SP),R$ 104.990,104990,100,2018
19,TOYOTA COROLLA,2.0 vvt-ie flex gr-s direct s...,2024/2024,7.072 Km,Tupã (SP),R$ 169.800,169800,7072,2024
19,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2016/2016,108.000 Km,Avaré (SP),R$ 89.900,89900,108000,2016
19,TOYOTA COROLLA,2.0 vvt-ie flex gr-s direct shift,2024/2024,7.072 Km,Tupã (SP),R$ 169.800,169800,7072,2024
19,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2012/2013,168.000 Km,Sumaré (SP),R$ 69.900,69900,168000,2013
19,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2016/2017,93.644 Km,Campinas (SP),R$ 91.890,91890,93644,2017
19,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2022/2023,82.091 Km,Bauru (SP),R$ 128.800,128800,82091,2023
19,TOYOTA COROLLA,,2006/2007,260.000 Km,Vinhedo (SP),R$ 41.900,41900,260000,2007
19,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2025/2025,0 Km,Mogi Guaçu (SP),R$ 168.000,168000,0,2025
19,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis cvt,2022/2023,56.879 Km,Osasco (SP),R$ 179.900,179900,56879,2023
19,TOYOTA COROLLA,1.8 xei 16v flex 4p automático,2009/2009,185.470 Km,Limeira (SP),R$ 57.990,57990,185470,2009
19,TOYOTA COROLLA,1.8 xli 16v flex 4p automático,2009/2010,135.000 Km,São Paulo (SP),R$ 58.900,58900,135000,2010
19,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2017/2018,139.292 Km,São Carlos (SP),R$ 87.900,87900,139292,2018
19,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2015/2016,145.000 Km,São Carlos (SP),R$ 81.900,81900,145000,2016
19,TOYOTA COROLLA,2.0 vvt-ie flex gr-s direct s...,2025/2025,2.399 Km,São Paulo (SP),R$ 179.990,179990,2399,2025
19,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2016/2017,117.000 Km,Votuporanga (SP),R$ 82.999,82999,117000,2017
19,TOYOTA COROLLA,2.0 vvt-ie flex gli direct shift,2024/2024,14.604 Km,São Paulo (SP),R$ 135.000,135000,14604,2024
19,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis p...,2020/2021,72.918 Km,São Paulo (SP),R$ 129.890,129890,72918,2021
19,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2023/2023,33.167 Km,São Paulo (SP),R$ 170.000,170000,33167,2023
19,TOYOTA COROLLA,2.0 vvt-ie flex gr-s direct shift,2025/2025,2.399 Km,São Paulo (SP),R$ 179.990,179990,2399,2025
19,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis p...,2023/2023,63.000 Km,São Paulo (SP),R$ 152.900,152900,63000,2023
19,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2026/2026,0 Km,Ribeirão Preto (SP),R$ 177.010,177010,0,2026
19,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2022/2023,73.000 Km,Araçatuba (SP),R$ 129.900,129900,73000,2023
19,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2023/2023,34.000 Km,São Carlos (SP),R$ 132.900,132900,34000,2023
19,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2020/2021,72.755 Km,Araraquara (SP),R$ 133.900,133900,72755,2021
19,TOYOTA COROLLA,1.8 xei 16v flex 4p automático,2009/2009,194.000 Km,Fernandópolis (SP),R$ 58.000,58000,194000,2009
19,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2016/2017,100 Km,São Caetano do Sul (SP),R$ 81.990,81990,100,2017
19,TOYOTA COROLLA,1.8 xei 16v flex 4p automático,2009/2009,100 Km,Presidente Venceslau (SP),R$ 59.500,59500,100,2009
19,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis premium cvt,2020/2021,72.918 Km,São Paulo (SP),R$ 129.890,129890,72918,2021
19,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis premium cvt,2023/2023,63.000 Km,São Paulo (SP),R$ 152.900,152900,63000,2023
19,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis p...,2019/2020,83.000 Km,Bragança Paulista (SP),R$ 125.000,125000,83000,2020
19,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2022/2023,47.848 Km,São Caetano do Sul (SP),R$ 128.900,128900,47848,2023
19,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2017/2018,37.813 Km,São Bernardo do Campo (SP),R$ 116.899,116899,37813,2018
19,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2017/2018,116.000 Km,São José do Rio Preto (SP),R$ 89.900,89900,116000,2018
19,TOYOTA COROLLA,1.8 gli upper 16v flex 4p aut...,2019/2019,73.000 Km,São José do Rio Preto (SP),R$ 95.800,95800,73000,2019
19,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis p...,2024/2024,19.283 Km,São Bernardo do Campo (SP),R$ 175.889,175889,19283,2024
19,TOYOTA COROLLA,2.0 vvt-ie flex gli direct shift,2020/2021,55.000 Km,São José do Rio Preto (SP),R$ 115.900,115900,55000,2021
19,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2023/2023,35.200 Km,São José do Rio Preto (SP),R$ 132.500,132500,35200,2023
19,TOYOTA COROLLA,2.0 vvt-ie flex gr-s direct s...,2021/2022,51.500 Km,São José do Rio Preto (SP),R$ 137.900,137900,51500,2022
19,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2012/2013,162.000 Km,São Paulo (SP),R$ 64.990,64990,162000,2013
19,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis cvt,2019/2020,100.000 Km,Guarujá (SP),R$ 119.900,119900,100000,2020
19,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2010/2011,309.000 Km,São Paulo (SP),R$ 52.990,52990,309000,2011
19,TOYOTA COROLLA,2.0 vvt-ie flex gr-s direct shift,2021/2022,51.500 Km,São José do Rio Preto (SP),R$ 137.900,137900,51500,2022
19,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis cvt,2021/2022,74.155 Km,São Paulo (SP),R$ 129.980,129980,74155,2022
19,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2022/2023,65.000 Km,Campinas (SP),R$ 126.990,126990,65000,2023
19,TOYOTA COROLLA,1.8 gli upper 16v flex 4p automático,2019/2019,73.000 Km,São José do Rio Preto (SP),R$ 95.800,95800,73000,2019
19,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis premium cvt,2019/2020,83.000 Km,Bragança Paulista (SP),R$ 125.000,125000,83000,2020
19,TOYOTA COROLLA,2.0 vvt-ie flex gli direct shift,2020/2021,114.523 Km,Campinas (SP),R$ 104.990,104990,114523,2021
19,TOYOTA COROLLA,2.0 vvt-ie flex gr-s direct s...,2021/2022,104.237 Km,Campinas (SP),R$ 124.990,124990,104237,2022
19,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2021/2022,83.320 Km,São Paulo (SP),R$ 117.990,117990,83320,2022
19,TOYOTA COROLLA,2.0 vvt-ie flex gli direct shift,2021/2022,84.000 Km,São Paulo (SP),R$ 109.900,109900,84000,2022
19,TOYOTA COROLLA,2.0 vvt-ie flex gr-s direct shift,2021/2022,104.237 Km,Campinas (SP),R$ 124.990,124990,104237,2022
19,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis premium cvt,2024/2024,19.283 Km,São Bernardo do Campo (SP),R$ 175.889,175889,19283,2024
19,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2021/2022,79.110 Km,São Bernardo do Campo (SP),R$ 117.889,117889,79110,2022
20,TOYOTA COROLLA,2.0 xrs 16v flex 4p automático,2017/2018,74.000 Km,Cotia (SP),R$ 103.000,103000,74000,2018
20,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2015/2016,69.000 Km,Sorocaba (SP),R$ 92.000,92000,69000,2016
20,TOYOTA COROLLA,2.0 vvt-ie flex altis direct ...,2020/2020,135.000 Km,Jales (SP),R$ 126.900,126900,135000,2020
20,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2017/2018,89.897 Km,São Paulo (SP),R$ 99.900,99900,89897,2018
20,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2015/2016,95.000 Km,São Paulo (SP),R$ 78.000,78000,95000,2016
20,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2012/2013,140.000 Km,São Paulo (SP),R$ 43.900,43900,140000,2013
20,TOYOTA COROLLA,1.8 xei 16v flex 4p automático,2008/2009,175.000 Km,São Paulo (SP),R$ 53.500,53500,175000,2009
20,TOYOTA COROLLA,1.8 xei 16v flex 4p automático,2008/2009,129.342 Km,São Paulo (SP),R$ 54.900,54900,129342,2009
20,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2013/2014,108.000 Km,São Paulo (SP),R$ 71.900,71900,108000,2014
20,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2023/2023,65.806 Km,Campinas (SP),R$ 135.790,135790,65806,2023
20,TOYOTA COROLLA,2.0 vvt-ie flex altis direct shift,2020/2020,135.000 Km,Jales (SP),R$ 126.900,126900,135000,2020
20,TOYOTA COROLLA,,2005/2005,95.000 Km,São Paulo (SP),R$ 50.000,50000,95000,2005
20,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2024/2024,24.000 Km,Sorocaba (SP),R$ 143.500,143500,24000,2024
20,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2025/2025,4.550 Km,São Paulo (SP),R$ 164.000,164000,4550,2025
20,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis cvt,2020/2020,59.000 Km,São Paulo (SP),R$ 125.200,125200,59000,2020
20,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2018/2019,65.500 Km,São Carlos (SP),R$ 106.000,106000,65500,2019
20,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis p...,2021/2022,47.000 Km,São Paulo (SP),R$ 184.990,184990,47000,2022
20,TOYOTA COROLLA,2.0 altis 16v flex 4p automático,2014/2015,138.974 Km,São Paulo (SP),R$ 82.500,82500,138974,2015
20,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2022/2023,19.000 Km,São Paulo (SP),R$ 133.000,133000,19000,2023
20,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2024/2024,17.615 Km,São Paulo (SP),R$ 146.500,146500,17615,2024
20,TOYOTA COROLLA,2.0 altis 16v flex 4p automático,2012/2012,157.000 Km,Araraquara (SP),R$ 66.500,66500,157000,2012
20,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis p...,2020/2021,89.998 Km,Mogi das Cruzes (SP),R$ 129.990,129990,89998,2021
20,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis premium cvt,2021/2022,47.000 Km,São Paulo (SP),R$ 184.990,184990,47000,2022
20,TOYOTA COROLLA,1.8 xei 16v flex 4p automático,2008/2009,214.000 Km,São José dos Campos (SP),R$ 57.200,57200,214000,2009
